ID_a,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_4,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month
25694,25695,500000,2,1,2,26,-1,-1,-1,1419,1293,1111,1175,3162,33,2000,0
19689,19690,240000,2,1,1,45,-1,-1,-1,8732,5286,5596,3328,3763,9529,4895,0
13535,13536,50000,1,3,2,53,0,0,0,48019,2279,1902,1000,841,900,692,0
10960,10961,620000,2,1,2,31,0,0,0,569023,23009,20004,20008,14000,35804,250005,0
22150,22151,500000,2,2,2,29,-2,-2,-2,902,0,0,0,0,0,19440,0
8847,8848,200000,1,1,2,33,-1,-1,-1,3557,0,0,1800,0,0,0,0
12911,12912,130000,1,1,1,39,2,-1,-1,390,390,390,1068,3169,390,390,0
27138,27139,240000,1,2,1,48,0,0,0,236767,8622,8922,8519,8499,8418,8420,0
26994,26995,400000,1,1,1,34,-1,-1,-1,43711,37954,71577,15973,18285,4875,647,0
27587,27588,100000,1,3,1,56,-1,-1,-1,390,390,0,780,0,0,0,1
20094,20095,80000,2,2,1,33,2,3,2,51016,1200,2100,0,1800,2000,2000,1
17853,17854,190000,1,2,2,26,-1,0,0,2204,1800,1797,1785,3142,490,2000,0
10391,10392,80000,2,2,1,25,0,0,0,78639,3200,2500,2182,4700,0,2000,0
19344,19345,20000,2,3,1,48,2,2,2,13836,1500,1595,750,0,1452,0,1
4640,4641,150000,1,2,2,31,3,2,0,76113,3400,0,2960,3100,3000,2711,0
2399,2400,260000,1,2,2,28,0,0,0,149814,107000,0,5000,5000,6000,60000,0
7310,7311,90000,2,2,2,23,2,3,2,82623,5900,0,0,3600,2900,3500,1
17276,17277,400000,2,1,1,33,-2,-2,-2,-4,1058,1427,0,0,0,0,0
26085,26086,390000,2,1,2,38,-1,-1,-1,4989,2076,8926,16413,30,33,5900,0
12000,12001,120000,1,1,2,37,-1,2,-1,1235,0,316,16885,54629,77046,4499,0
14024,14025,50000,2,1,1,50,1,2,0,50175,0,7775,3000,3000,5000,3000,0
24893,24894,260000,1,1,1,39,0,0,0,5992,1116,1140,1301,500,341,343,0
9597,9598,180000,2,2,1,41,0,0,0,139184,6411,6000,5000,4500,5000,4200,0
24862,24863,70000,1,2,1,37,0,0,0,68144,2538,2607,2137,1714,1751,2153,0
2625,2626,30000,2,3,1,58,0,0,0,9819,1230,1100,419,600,500,500,0
23417,23418,140000,2,1,1,40,2,2,0,34359,0,2000,1583,1800,1000,3000,1
11340,11341,170000,2,2,2,56,-1,-1,-1,4767,0,451,0,424,1482,688,1
19532,19533,380000,2,2,1,41,3,3,0,415735,0,0,15135,13212,13529,15212,1
3346,3347,250000,2,2,1,33,2,2,-2,2500,0,0,0,0,0,0,1
19257,19258,450000,2,1,2,31,-1,-1,-1,12818,17577,35758,90018,41340,20000,15000,0
15835,15836,60000,2,1,2,27,1,-1,0,0,3366,0,1000,0,1017,0,0
20894,20895,50000,1,1,2,35,0,0,0,49241,1600,1000,2500,47566,1700,2000,0
8297,8298,50000,2,2,2,22,1,-2,-2,0,0,0,0,0,0,0,0
8959,8960,180000,2,1,1,47,1,-2,-2,0,0,0,0,0,0,0,0
16460,16461,100000,2,1,1,51,0,0,0,94247,3200,3400,3700,2800,2900,3100,0
23213,23214,50000,2,2,2,36,0,0,0,29647,2000,2800,3732,750,500,1000,1
6651,6652,110000,1,2,2,29,0,0,0,107221,4000,4300,4164,4500,4200,5000,0
4947,4948,420000,1,1,1,59,0,0,0,175795,5300,4976,4899,3074,2023,3000,0
26113,26114,180000,2,2,1,27,0,0,0,3063,1084,1084,1005,46,16,0,0
10452,10453,60000,1,2,1,52,0,0,0,56893,3000,2000,1000,1000,1500,2450,0
16218,16219,120000,2,1,2,45,0,0,0,90041,3079,3185,3251,7200,3600,3900,0
9967,9968,30000,2,2,2,24,0,0,2,18220,3000,2620,0,2000,1000,1000,0
19701,19702,140000,2,1,2,32,0,0,0,112933,5000,6000,6000,5500,5000,6000,0
25347,25348,100000,2,1,2,26,0,0,0,2405,1214,1080,1096,1623,0,394,0
93,94,160000,2,2,1,37,-1,-1,-1,880,1602,840,840,0,0,7736,0
17253,17254,60000,2,2,1,27,0,0,0,40831,1617,1616,1008,1036,28848,1100,0
29842,29843,490000,1,1,1,49,-1,-1,-1,19107,10238,10191,77163,8921,16786,27662,0
7171,7172,360000,2,3,1,39,-1,-1,-1,4964,177,2011,1116,0,0,0,0
6791,6792,20000,1,2,2,22,1,-2,-1,-50,0,0,2000,0,0,0,0
9139,9140,130000,2,2,2,29,0,0,0,88345,8600,0,3500,7100,3600,2900,0
29886,29887,630000,1,2,1,46,0,0,0,125975,3416,4300,84700,4211,4470,3600,0
18722,18723,260000,2,2,2,28,0,0,0,181121,7013,10051,10026,7039,8057,10213,0
20332,20333,80000,2,3,2,54,0,0,0,16613,3500,0,2000,1000,1000,1000,0
24723,24724,30000,1,1,1,35,1,2,2,18829,1000,2014,6,25700,800,1989,1
7844,7845,90000,2,2,1,36,1,-2,-2,-191,0,0,0,0,550,3780,0
16331,16332,80000,2,2,2,43,0,0,0,72987,2561,2745,2100,1684,4000,3000,0
29450,29451,200000,1,1,2,30,1,-1,-1,0,1870,1000,0,1275,543,0,0
1885,1886,10000,1,2,2,33,-2,-2,-2,0,0,0,0,0,0,0,0
26224,26225,150000,2,2,2,37,0,0,0,6039,3000,3014,3086,2000,3003,3000,0
22381,22382,410000,2,1,2,30,-2,-2,-2,0,8417,0,2830,0,0,500,0
12786,12787,340000,2,1,1,38,-1,-1,0,15065,41951,50000,30000,5000,80767,10000,0
5773,5774,270000,2,2,2,26,0,0,0,29951,1300,1533,1391,1255,1273,1000,0
19612,19613,500000,2,1,1,29,-2,-2,-2,6887,2940,2569,6360,3,0,3012,0
8190,8191,190000,1,1,2,36,1,2,2,153364,0,13000,0,13000,6100,0,1
20385,20386,30000,1,3,2,23,1,2,0,30391,0,2033,1420,0,92,0,0
2,3,90000,2,2,2,34,0,0,0,29239,1518,1500,1000,1000,1000,5000,0
16091,16092,100000,2,1,1,40,2,2,0,97229,0,2924,5226,0,2278,2292,1
2759,2760,150000,2,1,2,31,-1,-1,0,18395,312,20132,129665,127,315,0,0
21688,21689,20000,2,1,2,24,0,0,0,20933,2700,1400,1400,800,1783,1000,1
19946,19947,90000,2,2,1,39,0,0,0,45406,3000,2000,2000,2000,2000,1087,0
12222,12223,30000,1,1,2,36,3,2,0,26851,0,5334,39,18559,6821,26275,1
9425,9426,140000,2,2,1,45,0,0,2,55444,3000,5000,2000,3000,2500,0,0
27577,27578,40000,1,3,1,50,1,2,-1,35879,0,3078,21650,0,0,0,1
7849,7850,90000,2,2,1,28,0,0,0,45537,3000,2500,2000,2000,1100,0,0
3175,3176,270000,1,2,2,26,0,0,0,214277,10000,7500,8000,7409,7869,10035,0
23054,23055,230000,2,1,2,28,-1,2,0,2376,0,27446,1400,0,274,0,0
15669,15670,210000,1,1,2,29,-2,-2,-2,0,0,1865,0,0,3680,0,0
16304,16305,30000,2,2,1,33,4,3,0,31087,0,0,2000,2000,0,1200,1
2465,2466,100000,2,3,1,29,4,3,0,175441,0,0,0,2335,102075,0,1
24997,24998,210000,1,3,2,48,0,0,0,200822,11477,3658,0,1000,1800,14015,0
14274,14275,220000,2,1,2,50,0,0,0,216194,11000,10050,2,0,0,0,0
27390,27391,310000,1,1,1,37,-1,-1,-1,46916,5545,17248,6559,10000,6890,5593,0
15612,15613,120000,2,3,1,30,-2,-2,-2,757,757,1549,757,757,1328,757,0
21157,21158,290000,1,1,1,36,2,0,0,170953,546,1002,795,795,1003,998,0
2511,2512,420000,2,1,1,37,-1,-1,-1,38386,316,9894,13811,12141,11820,38800,1
15248,15249,240000,2,1,2,35,0,0,0,86508,3583,2768,2817,2928,37950,4303,0
26947,26948,80000,1,1,1,46,2,2,2,57477,2600,2700,0,2600,3000,2500,1
20217,20218,150000,2,1,1,51,1,-2,-2,0,0,0,0,0,0,0,0
3621,3622,210000,2,2,1,36,0,0,0,54717,2017,1900,1900,1925,1845,1886,0
2317,2318,50000,1,2,1,46,0,0,0,44573,2200,2600,600,800,700,700,0
7086,7087,130000,1,3,1,38,1,-2,-2,0,0,0,0,0,0,0,0
18569,18570,90000,2,2,2,27,0,0,-1,4403,1000,300,0,0,0,0,0
4477,4478,100000,2,2,1,40,0,0,0,26702,2008,2000,2000,3000,5000,3000,0
10082,10083,290000,1,2,2,29,-1,2,-1,22277,0,2467,200,6000,6000,6000,0
1155,1156,350000,2,2,1,29,-1,-1,-1,8760,5932,9908,4692,5787,6548,4863,0
2486,2487,260000,1,2,1,28,0,0,-1,26303,5030,2025,7770,1385,0,1775,0
28186,28187,150000,2,1,1,33,-1,0,-1,20441,6549,1096,5962,1524,1795,1525,0
24775,24776,20000,1,2,2,46,0,0,0,11027,1199,1225,2049,0,531,537,0
3227,3228,190000,2,1,2,32,-2,-2,-2,8010,922,3208,15010,4575,7279,0,0
15015,15016,50000,1,1,1,47,0,0,0,47695,2657,2743,2668,1712,1762,1894,0
19381,19382,90000,2,2,1,37,1,2,2,18255,0,3300,0,1000,2000,0,0
19551,19552,30000,2,3,2,46,2,2,2,19830,0,1736,0,0,0,0,0
13541,13542,50000,1,3,2,49,0,0,2,26116,1500,2803,0,1000,1300,1200,1
22570,22571,240000,2,1,1,34,0,-1,-1,1670,1479,1479,1479,1479,1240,1655,1
4392,4393,20000,1,2,2,29,0,0,0,15760,1593,1282,700,700,800,500,0
22573,22574,330000,2,2,1,43,0,0,0,15018,3000,2500,3000,3000,170,2000,0
18847,18848,170000,2,2,2,27,0,0,0,43839,2400,2200,3000,3000,31018,3000,0
19230,19231,100000,2,3,1,44,-2,-2,-2,1010,0,0,0,0,2947,4193,0
8872,8873,500000,2,2,2,37,0,0,0,51652,5300,4000,3000,5300,5000,5000,0
25777,25778,110000,2,2,1,33,0,0,2,84880,8300,4200,3500,0,7300,3800,0
2191,2192,200000,2,1,2,29,1,-2,-1,0,0,3941,16405,0,2477,0,0
9921,9922,400000,2,1,1,38,-2,-2,-2,123,123,123,0,349,0,0,0
8001,8002,140000,2,2,1,26,0,0,0,41547,2000,1800,1300,1400,1400,1000,0
22158,22159,170000,2,1,2,29,-1,-1,-1,1380,9533,5004,2301,0,0,7800,0
6668,6669,50000,1,3,1,51,0,0,0,42257,3000,2500,1985,1163,1256,1316,0
13358,13359,150000,1,5,1,36,0,0,0,220889,3800,3900,4000,4100,4100,5500,0
25932,25933,320000,2,1,1,35,-1,2,-1,6793,5,232702,3529,14212,1200,8200,0
8163,8164,50000,1,2,1,49,2,0,0,47585,2500,1300,2000,700,1000,2600,1
17064,17065,70000,2,1,2,24,1,2,0,19200,500,1300,1240,600,1000,608,0
12818,12819,70000,2,2,2,25,0,0,2,70488,2000,4500,1200,0,1200,1185,0
5909,5910,140000,2,1,2,30,0,0,0,105732,5000,5500,5000,4000,4500,4500,0
19776,19777,180000,2,1,2,36,-1,-1,0,980,960,20964,50988,110,971,1677,0
29678,29679,180000,1,3,1,35,2,0,0,57991,2700,3000,3000,2500,2500,3000,1
28872,28873,210000,2,2,1,36,-1,-1,-1,2853,8037,6018,5388,1191,1554,1870,0
24266,24267,150000,1,2,1,31,-2,-2,-2,500,15338,0,0,650,1430,1200,0
20713,20714,220000,1,2,1,45,0,0,0,165583,6500,6000,4500,3000,3000,3000,0
7320,7321,240000,2,2,2,42,-1,-1,-1,3328,164820,11728,7738,1297,2153,2073,0
14142,14143,70000,2,3,1,45,0,0,0,69877,2600,2215,2000,1800,2000,2000,0
29477,29478,50000,1,2,2,37,3,2,2,21153,3000,0,57,2000,0,1000,1
5298,5299,200000,2,2,1,29,0,0,0,61518,25138,2569,793,49,15085,44701,0
21596,21597,80000,2,1,2,25,-1,-1,-2,177,1200,0,0,7240,0,0,0
28194,28195,130000,2,3,1,49,0,0,0,25339,1427,1461,1500,1037,1225,1080,0
4240,4241,200000,1,1,1,34,-1,-1,-1,5879,5884,5171,4598,0,0,0,0
26156,26157,290000,2,2,1,32,0,0,0,169108,7118,5800,3792,4010,4276,3655,0
13934,13935,220000,1,3,1,42,-1,-1,-1,285,825,0,1230,3227,3820,3650,0
16205,16206,80000,2,3,1,41,0,0,0,3482,1000,1524,1473,1473,0,390,0
18876,18877,60000,2,2,1,31,-1,-1,-1,44912,144047,365,73000,415,415,50136,1
7612,7613,250000,2,2,2,36,0,0,0,62131,2741,1741,1824,1942,2100,1366,0
9769,9770,150000,1,2,2,35,0,0,-1,6008,8008,20155,63992,3004,6002,5702,0
20082,20083,150000,2,5,1,40,0,0,0,21001,4000,2500,55000,1115,1000,0,0
19656,19657,100000,2,1,2,33,-1,2,-1,5640,0,0,3198,0,2000,3348,0
10141,10142,50000,2,1,2,23,0,0,0,18975,1400,1649,1000,1000,1000,1200,0
25830,25831,60000,2,2,1,32,1,2,0,61291,0,3120,3050,1136,1200,1206,1
2889,2890,50000,1,3,2,46,0,0,0,5942,1056,1000,57,0,168,1002,0
22781,22782,120000,2,2,2,46,0,0,0,68168,2650,2884,2018,1411,1504,1500,0
788,789,80000,1,2,2,29,0,0,0,11894,1284,1047,2000,359,175,1000,0
20194,20195,200000,2,2,2,36,0,0,0,10890,1500,1500,3000,750,600,1490,0
22770,22771,200000,2,1,2,31,-1,-1,-1,7773,3643,2000,1000,2000,0,1249,0
20139,20140,230000,2,1,2,35,-1,-1,-1,1890,533,267,0,0,0,0,0
19569,19570,50000,2,2,1,44,0,0,0,10950,1097,1232,1000,2000,2000,4000,1
13636,13637,230000,1,1,2,42,-2,-2,-2,380,380,380,380,380,380,380,1
3401,3402,130000,1,2,2,28,0,0,0,113613,5847,3413,3872,3465,3627,5000,0
19709,19710,80000,2,2,1,34,0,0,-1,8413,1029,1225,2799,2000,2000,2000,0
3377,3378,50000,1,2,1,26,0,0,0,48992,1769,1003,189,120,100,3710,0
24832,24833,170000,1,3,1,45,0,0,0,114625,6305,6000,6000,3854,5000,8000,0
583,584,80000,2,3,2,53,0,0,0,77766,4000,2374,2007,2500,3000,2000,0
9972,9973,300000,2,1,2,39,-1,-1,-2,2019,1,0,0,0,0,2774,1
16733,16734,50000,1,3,1,49,0,0,0,49331,2000,3030,4000,2000,2800,2936,1
19851,19852,230000,2,2,1,45,0,0,0,71149,3000,11261,10000,2100,5000,5000,0
20899,20900,80000,1,2,2,27,1,-2,-1,0,0,0,200,0,0,698,0
15197,15198,140000,2,2,2,26,0,0,0,182424,10207,9120,3000,2117,2000,2000,0
13897,13898,80000,1,2,1,54,1,3,2,47339,967,0,3012,0,1569,1396,0
27325,27326,50000,1,2,2,39,0,0,0,26842,2500,2010,1500,1000,1000,900,0
801,802,20000,1,2,2,25,4,3,0,20610,0,0,500,715,326,0,1
22221,22222,160000,2,1,2,29,-2,-2,-2,386,4194,196,7741,3113,3484,2475,0
9173,9174,30000,1,2,1,35,0,0,0,25989,1533,1301,863,947,836,915,0
11650,11651,490000,1,1,1,54,-2,-2,-2,0,0,0,0,0,0,0,1
25392,25393,200000,2,1,2,26,-2,-2,-2,2232,3967,1348,20836,1321,561,2905,0
5173,5174,260000,2,1,2,27,1,-2,-2,0,0,0,0,0,0,0,0
6499,6500,140000,2,2,2,26,0,0,0,141057,7200,19000,10400,0,4931,9100,0
22006,22007,60000,2,1,2,27,1,-2,-1,0,0,0,150,1179,778,496,0
16256,16257,130000,2,1,2,28,-1,-1,-1,2936,2464,5890,1113,1283,3000,883,0
22645,22646,450000,2,2,1,34,0,0,0,372188,20000,3703,15000,10000,10000,25000,0
17352,17353,50000,2,2,2,46,0,0,0,46746,2100,2100,2500,2000,2000,3000,0
12847,12848,350000,2,2,1,38,-1,-1,-1,4482,4998,4333,5005,4305,5963,6015,0
19475,19476,200000,2,2,1,47,-2,-2,-2,8800,0,5738,1626,2244,66000,30000,0
18320,18321,50000,2,2,2,24,0,0,0,45397,3015,3025,2029,2015,1001,2000,0
7709,7710,80000,1,3,1,47,0,0,0,78415,3369,1688,694,44492,1455,1365,1
6853,6854,290000,1,3,2,34,0,0,0,5451,1200,135000,5200,5500,5500,5400,1
2756,2757,200000,1,2,1,31,7,6,4,254266,0,328,0,0,600,2500,1
6458,6459,280000,2,2,2,28,1,-2,0,0,0,11905,200,49,4662,6278,0
27357,27358,260000,1,1,2,29,0,0,0,56050,6000,6000,5000,5000,4000,5000,0
14855,14856,30000,2,2,2,46,1,-1,0,8891,28001,1245,763,5000,1164,9114,0
12809,12810,180000,2,1,2,28,-1,-1,-1,8366,16912,9211,4758,0,0,2771,1
14792,14793,500000,2,3,1,45,-2,-2,-2,338,338,98,522,285,950,285,0
13806,13807,50000,1,2,1,41,2,0,0,48958,2572,2602,349,706,500,1000,1
18000,18001,160000,1,2,2,37,1,2,0,99793,4300,0,4200,3238,3400,3550,1
6942,6943,20000,1,2,2,27,1,-2,-2,0,0,0,0,0,0,0,1
28669,28670,140000,2,1,1,34,-1,-1,-2,2574,0,0,0,0,840,1380,0
2170,2171,200000,2,1,2,29,0,0,0,9078,3000,1500,2000,2000,0,0,0
23557,23558,130000,2,1,2,34,0,0,0,76589,3400,4200,4500,3000,3200,3000,0
5087,5088,50000,2,1,2,31,0,0,0,30291,2000,1534,1175,1218,1224,1281,0
12059,12060,360000,2,5,2,28,0,0,0,243114,1587,1028,0,730,500,0,0
23607,23608,240000,2,1,2,37,3,2,2,164691,7000,7000,7000,7000,7000,7000,1
8077,8078,230000,2,1,2,38,0,0,0,25195,10000,15000,6120,10000,6000,4000,0
29737,29738,100000,1,2,1,46,2,0,0,100000,4500,5000,4500,3800,3900,4000,1
21370,21371,180000,1,2,1,55,-1,-1,-1,6854,560,10600,0,9510,0,4600,1
5615,5616,500000,2,2,2,33,-2,-2,-1,13284,17311,81938,40060,30000,20000,10000,0
13846,13847,90000,1,3,1,45,0,0,0,13366,1250,1900,600,747,599,775,0
10974,10975,30000,1,2,2,29,2,2,2,21959,3400,1000,1100,1100,0,2100,0
29082,29083,260000,2,1,1,55,1,-2,-2,0,0,0,0,0,0,0,0
16112,16113,370000,2,2,1,45,0,0,0,155124,10000,10000,10000,114000,10000,0,0
20638,20639,50000,1,2,2,29,0,0,-2,30900,0,0,0,1500,0,0,0
13444,13445,320000,1,1,1,48,2,2,2,201932,18300,8000,7700,7700,0,7900,1
13824,13825,230000,1,1,1,42,2,0,0,222059,7300,4160,2308,2300,2223,2304,1
13376,13377,30000,2,2,1,29,0,0,0,15455,2000,5000,2000,17000,1500,2000,0
10067,10068,500000,1,2,1,42,0,0,-1,1131,0,157,2029,0,0,649,0
9481,9482,30000,1,2,1,30,0,0,0,27836,2000,1200,1000,0,1500,0,0
2401,2402,330000,2,1,1,29,-1,-1,0,730,213,2368,1000,190,0,0,0
8111,8112,30000,2,1,2,36,1,2,0,25747,0,1433,951,983,1099,750,1
12397,12398,360000,2,1,1,46,1,-1,-1,723,17392,0,32178,680,6205,18814,0
27340,27341,50000,1,1,2,38,0,0,0,50620,3000,3014,6047,1000,2320,3000,0
15702,15703,180000,1,3,2,27,0,0,0,172511,8008,6528,6500,5000,5000,5000,0
11139,11140,60000,2,1,1,37,0,0,0,37934,2000,2000,2000,3100,2000,0,0
20449,20450,120000,1,3,0,26,0,0,-1,45753,13160,5272,13832,8661,5715,38852,0
1702,1703,150000,2,1,2,30,0,0,0,44795,10000,20,30000,19800,0,5000,1
20984,20985,360000,1,2,1,33,-1,-1,-1,15299,44730,22751,101691,2233,6138,16113,0
5641,5642,130000,2,2,2,42,0,0,0,42946,1676,1682,1430,1318,1331,1525,0
29151,29152,30000,2,3,1,60,3,2,7,1950,0,0,0,0,0,0,1
1124,1125,100000,2,2,2,29,-2,-1,0,75912,10000,4000,2600,3000,4000,5000,0
4521,4522,50000,1,2,1,46,0,0,0,49566,1968,1644,1013,1044,1045,1034,0
15077,15078,50000,1,6,1,45,0,0,0,33634,2000,1000,0,900,2,1749,0
14439,14440,50000,2,1,2,31,3,3,3,27166,3769,0,0,6000,0,0,1
27009,27010,200000,1,1,1,46,-1,-1,-1,28910,6593,1894,8615,3563,43097,0,0
13003,13004,280000,1,2,1,25,-1,-1,0,3863,89295,2192,1899,1673,2125,1511,0
7764,7765,230000,2,1,2,31,0,0,0,81734,3687,4539,2220,3214,2407,2061,0
22053,22054,50000,2,3,2,29,0,0,0,50148,1840,1311,2000,42705,1569,2822,0
9763,9764,200000,1,2,2,46,0,0,0,18564,60000,20000,20248,45000,40000,54600,0
27443,27444,150000,1,1,2,33,-1,2,-1,6146,0,8969,6027,0,1461,50289,0
9735,9736,60000,1,2,1,32,0,0,0,30781,1505,1599,900,4500,0,1000,0
14158,14159,210000,2,1,1,50,-1,-1,-1,90,90,90,90,180,0,90,1
18595,18596,20000,2,3,2,24,-1,-1,-1,5103,3773,10139,4830,0,0,1960,0
22226,22227,160000,2,1,2,28,-2,-2,-2,316,1617,2378,1798,1000,1442,0,0
11612,11613,80000,2,2,1,42,-2,-2,-2,10593,41217,8815,24012,1153,2229,2190,0
3133,3134,210000,2,2,1,37,0,0,-2,22908,32513,9,8,8444,3118,0,1
4264,4265,490000,1,1,1,42,0,0,0,497657,18260,18529,15000,15500,15620,15420,0
15329,15330,390000,2,1,2,33,-2,-2,-2,2703,1017,0,0,1560,4386,12000,0
7972,7973,320000,2,2,2,30,-1,-1,-1,3720,4206,15610,10556,8000,5600,2604,0
4677,4678,360000,2,1,1,35,-1,-1,-2,10621,0,0,0,150,137,0,0
19131,19132,300000,2,2,1,33,0,0,0,62951,4007,5000,5000,6000,6000,6000,0
24900,24901,210000,1,2,2,32,0,0,0,137264,3664,3900,2868,3000,2000,2000,1
18491,18492,170000,2,2,2,27,0,0,0,164646,7200,7500,6000,10000,7000,16000,0
13320,13321,50000,2,2,3,46,0,0,0,44076,1810,2500,2000,2000,1465,2000,0
28225,28226,180000,2,2,1,33,0,0,0,70472,3218,2708,3071,2500,2615,2500,0
16246,16247,40000,2,2,1,38,0,0,2,35183,4600,1200,1400,0,3069,0,1
11880,11881,200000,2,1,1,29,0,0,0,21326,10000,95000,4552,15002,8000,0,0
19418,19419,80000,2,1,1,36,-1,-1,-2,78780,0,0,0,0,59349,0,0
24177,24178,140000,1,1,2,30,0,0,0,132970,6334,6600,5500,4821,5188,5600,0
7062,7063,200000,2,2,2,30,0,0,0,193300,6860,5870,5009,5543,6037,5002,0
4663,4664,80000,1,2,1,34,1,-2,-1,0,0,862,41300,0,0,10000,0
26981,26982,100000,1,2,2,43,0,0,0,104028,6000,5088,3098,5010,3038,4031,0
25151,25152,350000,2,1,1,33,-2,-2,-2,6016,4348,5596,9632,6402,9722,24086,0
2367,2368,120000,2,1,2,25,-1,-1,-1,9642,12557,3938,1110,9848,3301,0,0
28668,28669,500000,2,2,1,36,-2,-2,-2,-1,230,625,24246,19709,3117,62754,0
9721,9722,70000,1,2,2,26,0,0,-1,67864,3517,3700,71270,3000,3000,3000,1
13928,13929,110000,2,1,1,31,-2,-2,-2,0,0,0,0,163,63755,2000,0
28328,28329,240000,2,1,2,31,0,0,0,31759,10000,9015,2000,10000,2512,67826,0
16824,16825,50000,1,2,1,37,0,0,0,47832,2000,3000,2000,1000,2000,2000,1
14306,14307,370000,1,2,1,34,-1,-1,-1,13854,3382,2684,13795,10103,11020,10684,0
16142,16143,70000,2,3,1,41,0,0,0,23546,1573,1355,1203,516,500,500,0
27552,27553,330000,1,2,1,52,0,0,0,171004,6199,6386,6435,7000,6688,6688,0
27497,27498,500000,1,3,1,53,-1,2,-2,5008,1,0,0,1323,3000,8,0
18824,18825,90000,2,1,2,27,0,0,0,83840,3200,3500,3000,2600,2600,3000,0
12884,12885,240000,2,1,1,41,1,2,0,8827,0,1200,0,0,0,0,0
15401,15402,470000,2,2,1,49,0,-1,-1,3388,1359,7650,6682,1942,0,5870,1
28395,28396,80000,2,3,1,43,0,0,0,71604,3500,3500,3400,4000,4000,3000,0
14310,14311,140000,2,1,1,36,0,0,0,72462,4000,3000,3000,3000,3000,7500,0
19448,19449,100000,2,1,2,29,0,0,0,92929,5000,5000,1251,6000,0,1500,0
24305,24306,280000,1,2,1,37,0,0,0,85029,2625,2497,2914,1921,2001,1270,0
17608,17609,70000,2,3,1,38,1,2,0,59020,50,1379,1500,1000,1000,1000,0
1490,1491,130000,2,4,2,28,0,0,0,36108,3000,3000,2500,3000,3000,2000,0
18976,18977,490000,2,1,2,29,0,0,0,20984,2000,2000,3500,367,16024,3500,0
3247,3248,120000,2,2,2,28,2,2,2,111840,5300,3600,0,3400,3500,4494,1
6849,6850,70000,2,2,2,55,0,0,0,67572,2124,2311,1622,1674,1677,1697,0
27915,27916,50000,2,1,2,27,3,2,7,300,0,0,0,0,0,0,1
1425,1426,120000,1,1,2,27,-1,-1,-1,316,316,1360,10000,1000,2000,3000,0
22067,22068,50000,2,1,2,26,-1,-1,-1,651,651,1072,1713,651,646,651,1
29496,29497,80000,1,2,1,35,-1,-1,-1,1692,2702,1246,397,42860,7,118,0
2691,2692,250000,2,2,1,35,0,0,0,27107,10000,10000,10000,6000,6000,5000,0
21115,21116,350000,1,2,2,47,0,0,0,190211,8239,8902,213103,9036,10022,9027,0
20557,20558,210000,1,2,2,31,0,0,0,30785,1472,1509,1469,1221,1100,1252,0
10441,10442,40000,1,2,2,22,-1,-1,0,900,2833,9495,0,0,0,0,0
28259,28260,30000,2,2,1,43,0,0,0,26806,4000,0,3000,2900,0,1091,0
25193,25194,30000,2,2,2,23,2,0,0,27216,3003,1482,1703,1001,1500,1845,1
6843,6844,50000,1,2,2,39,0,0,0,48803,1487,1200,399,390,540,390,1
16622,16623,50000,1,3,1,30,2,2,0,15397,2882,0,1259,591,613,608,1
13085,13086,140000,1,3,2,29,0,0,0,142132,5600,6150,5900,4000,4000,50000,0
15008,15009,30000,1,3,1,43,1,3,2,22494,0,0,2645,0,2029,1027,1
8572,8573,70000,2,2,2,27,0,0,0,67661,3409,2908,1318,1520,1400,1524,0
9148,9149,10000,2,2,2,46,0,0,2,2496,1800,500,1000,0,0,800,1
10813,10814,290000,2,1,2,29,0,0,0,41435,1690,3000,0,8200,205000,6000,0
26099,26100,200000,2,1,1,31,-1,-1,0,11715,5289,10641,2011,9,4890,15,0
9552,9553,80000,2,2,1,35,0,0,0,14376,1435,1139,470,500,490,544,0
3196,3197,50000,1,1,2,31,-2,-2,-2,11479,12002,3508,339,1655,679,1600,0
14500,14501,240000,2,2,1,29,0,0,2,198128,16500,0,16007,7,8229,7621,1
486,487,230000,2,1,1,42,-1,-1,-1,6865,15111,13165,0,10500,6992,0,0
15908,15909,50000,2,2,1,32,0,0,0,49330,2150,2100,2097,1289,712,713,0
370,371,180000,1,2,1,36,2,2,-2,83538,0,0,0,0,0,0,1
783,784,210000,2,1,1,42,1,-2,-1,0,0,2490,0,0,0,0,1
22128,22129,220000,2,2,2,28,0,0,2,94311,4319,5419,3000,3501,3629,7442,0
6382,6383,80000,2,2,1,30,1,2,0,82891,0,3299,2699,3000,2987,3100,0
24313,24314,110000,1,2,2,32,0,0,0,64651,2941,3026,3076,2638,2728,2742,0
24643,24644,50000,1,1,2,44,0,0,0,54332,3000,1928,1595,1526,13000,1569,1
19622,19623,80000,2,1,1,37,-1,0,-1,27695,10000,25919,18449,2655,20808,0,1
16682,16683,350000,1,2,2,36,0,0,0,249663,8026,9503,9015,7511,8011,7361,0
17257,17258,110000,2,2,2,33,0,0,0,104151,3791,4368,5500,3971,6280,10300,1
16529,16530,390000,1,1,2,27,0,0,0,372743,20008,15057,10100,10000,10000,15000,0
2047,2048,120000,2,1,2,25,0,0,0,8676,5000,5814,0,0,5184,7048,0
